"X.2","X.1","sample","scientific","maxn","family","genus","species","campaignid","dataset","planned.or.exploratory","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","id","unique.name","full.name","X","cluster","cluster.new","number","n","coords.x1","coords.x2","class","depth.1","slope","aspect","roughness","tpi","flowdir","detrended.bathy","detr.slope","detr.flowdir","detr.tri","detr.tpi","detr.aspect","SSTmean_SSTARRS","SSTsterr_SSTARRS","SSTtrend_SSTARRS","optional"
218,218,"IO331","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.0984,114.75005,20201022,"12:30:00",NA,NA,NA,112,"Rachel","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO331","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",139,"12","C.IO.11","331","1",114.75005,-34.0984,"Deans",-113,0.013121755,4.397060871,8,-0.375,16,-7.443683624,0.01026717,16,1.848724842,-0.375,4.329493999,20.24408722,0.018714249,0.187060013,TRUE
219,219,"IO332","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.09718333,114.7344833,20201022,"10:33:00",NA,NA,NA,124,"Rachel","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO332","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",135,"11","C.IO.10","332","1",114.7344833,-34.09718333,"Deans",-121,0.005717541,4.390514374,4,-0.125,16,-11.42723751,0.00293165,16,0.614871144,-0.125,4.145187855,20.28408813,0.018714249,0.197060019,TRUE
220,220,"IO333","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.11301667,114.7251333,20201022,"10:01:00",NA,NA,NA,127,"Rachel","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO333","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",120,"10","C.IO.9","333","1",114.7251333,-34.11301667,"Deans",-127,0.003824372,4.593874454,2,0.125,16,-14.93462563,0.000873355,16,0.284914106,0.125,4.459460258,20.27408791,0.018714249,0.187060013,TRUE
221,221,"IO334","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.06155,114.7753667,20201015,"10:11:00",NA,NA,NA,64,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO334","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",475,"8","C.IO.8","334","1",114.7753667,-34.06155,"Deans",-62,0.005496582,4.547106266,4,0.75,16,35.10564804,0.002560953,16,0.893767774,0.75,4.447391033,20.18408775,0.018714249,0.177060023,TRUE
222,222,"IO335","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.06686667,114.7939833,20201015,"10:31:00",NA,NA,NA,58,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO335","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",455,"7","C.IO.7","335","1",114.7939833,-34.06686667,"Deans",-56,0.005421996,4.712388992,4,0,16,36.47361374,0.002482721,16,0.909914076,-1.38e-12,4.806632996,20.12408829,0.018714249,0.177060023,TRUE
225,225,"IO339","Aplodactylidae Aplodactylus westralis",1,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.01461667,114.8785,20201019,"9:41:00",NA,NA,NA,41.1,"Daphne","Yes","Yes","2020-10_south-west_stereo-BRUVs.IO339","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",225,"21","C.IO.19","339","1",114.8785,-34.01461667,"Deans",-42,6.94e-18,1.570796371,0,0,2,25.99148178,0.002957748,1,0.526275158,-3.55e-15,1.491723061,19.87408829,0.018714249,0.167060018,TRUE
226,226,"IO34","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.06118897,114.8713721,20201016,"8:02:00",NA,NA,NA,41.3,"Brooke Gibbons","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO34","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",154,"1366","C.IO.35","34","1",114.8713721,-34.06118897,"MBH",-40,6.94e-18,4.712388992,0,0,128,31.25911713,0.002959394,1,0.526275158,-1.45e-12,1.491767049,19.89408684,0.018714249,0.157060027,TRUE
232,232,"IO353","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.05436667,114.8390667,20201015,"14:43:00",NA,NA,NA,44.1,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO353","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",397,"5","C.IO.5","353","1",114.8390667,-34.05436667,"Deans",-44,0.002168496,4.712388992,1,-0.375,4,35.90759659,0.000815585,64,0.391146332,-0.375,1.280262113,19.94408798,0.018714249,0.187060013,TRUE
233,233,"IO354","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.06605,114.84,20201015,"14:29:00",NA,NA,NA,45,"Brooke Gibbons","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO354","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",354,"4","C.IO.4","354","1",114.84,-34.06605,"Deans",-44,0.001688295,4.441244125,1,-0.25,64,36.23052216,0.001341644,2,0.420042962,-0.25,1.734421611,19.96408844,0.018714249,0.157060027,TRUE
234,234,"IO355","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.05473333,114.9111,20201029,"10:38:00",NA,NA,NA,45,"Rachel","Yes","Yes","2020-10_south-west_stereo-BRUVs.IO355","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",276,"3","C.IO.3","355","1",114.9111,-34.05473333,"Deans",-46,0.004699018,1.9659127,3,-0.375,1,14.18261337,0.007455056,1,1.385128856,-0.375,1.783676505,19.75408745,0.018714249,0.197060019,TRUE
235,235,"IO356","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.06956667,114.9184667,20201016,"12:39:00",NA,NA,NA,46.8,"Claude","Yes","Yes","2020-10_south-west_stereo-BRUVs.IO356","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",212,"2","C.IO.2","356","1",114.9184667,-34.06956667,"Deans",-47,0.000706027,0.875694573,1,-0.125,128,11.52960968,0.00355933,1,0.651275158,-0.125,1.376901984,19.72408676,0.018714249,0.277060032,TRUE
236,236,"IO357","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.08496667,114.928,20201016,"12:08:00",NA,NA,NA,45.9,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO357","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",118,"1","C.IO.1","357","1",114.928,-34.08496667,"Deans",-44,0.003253986,4.712388992,3,-0.375,32,12.26101971,0.000382585,32,0.487249702,-0.375,5.369304657,19.76408768,0.018714249,0.22706002,TRUE
241,241,"IO365","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.02368897,114.7538721,20201015,"8:23:00",NA,NA,NA,73.7,"Brooke Gibbons","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO365","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",488,NA,NA,"365",NA,114.7538721,-34.02368897,"Legacy",-80,0.02129313,4.970025539,14,-0.375,16,22.25841331,0.018528013,16,3.381017447,-0.375,5.022789955,20.22408676,0.018714249,0.217060015,TRUE
249,249,"IO4","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.09118897,114.7813721,20201015,"12:17:00",NA,NA,NA,65.6,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO4","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",263,"2731","C.IO.43","4","1",114.7813721,-34.09118897,"MBH",-64,0.00740424,5.022694588,4,0.25,16,32.52032852,0.004798817,16,1.006017447,0.25,5.25903368,20.14408684,0.018714249,0.167060018,TRUE
254,254,"IO5","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.08868897,114.7763721,20201015,"12:12:00",NA,NA,NA,66.7,"Claude","Yes","Yes","2020-10_south-west_stereo-BRUVs.IO5","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",266,"2731","C.IO.43","5","1",114.7763721,-34.08868897,"MBH",-69,0.01193111,4.712388992,6,-0.5,16,28.81608582,0.008983349,16,1.739871144,-0.5,4.738399029,20.18408775,0.018714249,0.177060023,TRUE
257,257,"IO62","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.13368897,114.7663721,20201022,"7:45:00",NA,NA,NA,105,"Brooke Gibbons","Yes","Yes","2020-10_south-west_stereo-BRUVs.IO62","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",469,"7325","C.IO.69","62","1",114.7663721,-34.13368897,"MBH",-106,0.015471291,4.385102272,9,-0.875,16,-4.300692081,0.012621798,16,2.348724842,-0.875,4.327396393,20.21408844,0.018714249,0.177060023,TRUE
260,260,"IO66","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.01618897,114.8813721,20201019,"9:36:00",NA,NA,NA,42.8,"Rachel","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO66","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",224,"21","C.IO.19","66","1",114.8813721,-34.01618897,"MBH",-42,3.47e-18,4.712388992,0,0,128,25.37589455,0.002957834,1,0.526275158,-6.39e-14,1.491725326,19.80408669,0.018714249,0.157060027,TRUE
262,262,"IO72","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.03618897,114.8463721,20201019,"9:05:00",NA,NA,NA,43.6,"Ramesh","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO72","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",401,"5099","C.IO.60","72","1",114.8463721,-34.03618897,"MBH",-43,0.002168049,4.712388992,1,-0.375,8,34.41498184,0.000815431,64,0.391146332,-0.375,1.280205488,19.94408798,0.018714249,0.167060018,TRUE
263,263,"IO73","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO",NA,-34.02868897,114.8588721,20201019,"9:22:00",NA,NA,NA,40.4,"Ramesh","Yes","No","2020-10_south-west_stereo-BRUVs.IO73","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",399,"5099","C.IO.60","73","1",114.8588721,-34.02868897,"MBH",-41,6.94e-18,4.712388992,0,0,128,32.82036972,0.002958267,1,0.526275158,6.39e-14,1.491736889,19.87408829,0.018714249,0.187060013,TRUE
264,264,"IO74","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.02868897,114.8513721,20201019,"9:14:00",NA,NA,NA,42.2,"Rachel","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO74","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",400,"5099","C.IO.60","74","1",114.8513721,-34.02868897,"MBH",-42,0.001687602,4.9836483,1,0.25,16,33.86088181,0.001490317,1,0.452335596,0.25,1.092593908,19.94408798,0.018714249,0.167060018,TRUE
265,265,"IO75","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.03368897,114.8538721,20201019,"9:10:00",NA,NA,NA,42.2,"Rachel","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO75","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",398,"5099","C.IO.60","75","1",114.8538721,-34.03368897,"MBH",-42,0.002167985,4.712388992,1,-0.375,64,33.30988312,0.000815409,64,0.391146332,-0.375,1.280197382,19.94408798,0.018714249,0.167060018,TRUE
266,266,"IO80","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.09368897,114.8888721,20201016,"10:30:00",NA,NA,NA,41.6,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO80","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",340,"3974","C.IO.52","80","1",114.8888721,-34.09368897,"MBH",-42,0.00216952,1.570796371,1,-0.375,128,25.33752441,0.005126104,1,0.901275158,-0.375,1.525203228,19.83408737,0.018714249,0.197060019,TRUE
267,267,"IO81","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.09868897,114.8913721,20201016,"10:20:00",NA,NA,NA,42,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO81","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",342,"3974","C.IO.52","81","1",114.8913721,-34.09868897,"MBH",-42,0.001688897,1.299750209,1,-0.25,1,24.78652382,0.004629756,1,0.776275158,-0.25,1.422116995,19.85408783,0.018714249,0.197060019,TRUE
268,268,"IO91","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.09368897,114.8938721,20201016,"10:25:00",NA,NA,NA,43.5,"Hayley","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO91","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",345,"3974","C.IO.52","91","1",114.8938721,-34.09368897,"MBH",-42,3.47e-18,1.570796371,0,0,128,23.97718048,0.002960522,1,0.526275158,0,1.491797328,19.83408737,0.018714249,0.197060019,TRUE
269,269,"IO92","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","MBH",-34.09868897,114.8863721,20201016,"10:16:00",NA,NA,NA,42.3,"Brooke Gibbons","Yes",NA,"2020-10_south-west_stereo-BRUVs.IO92","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",344,"3974","C.IO.52","92","1",114.8863721,-34.09868897,"MBH",-41,0.000706175,0.875868857,1,0.125,128,27.14686584,0.003560544,1,0.651275158,0.125,1.37696898,19.85408783,0.018714249,0.197060019,TRUE
273,273,"IOC04","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","Captains pick",-34.08755,114.749265,20201022,"13:16:00",NA,NA,NA,109,"Rachel","Yes","Yes","2020-10_south-west_stereo-BRUVs.IOC04","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",NA,NA,NA,NA,NA,NA,NA,NA,-111,0.011820442,4.983465672,7,-1,16,-5.702024937,0.009096782,16,1.756017447,-1,5.095308781,20.23408699,0.018714249,0.187060013,TRUE
274,274,"IOC05","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","Captains pick",-34.05394,114.899843,20201029,"10:46:00",NA,NA,NA,43.2,"Rachel","Yes","Yes","2020-10_south-west_stereo-BRUVs.IOC05","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",NA,NA,NA,NA,NA,NA,NA,NA,-43,0.002168496,1.570796371,2,0,1,20.5834713,0.005123689,1,0.776275158,1.44e-12,1.52518177,19.75408745,0.018714249,0.197060019,TRUE
275,275,"IOC06","Aplodactylidae Aplodactylus westralis",0,"Aplodactylidae","Aplodactylus","westralis","2020-10_south-west_stereo-BRUVs","IO","Captains pick",-34.048689,114.876372,20201016,"7:48:00",NA,NA,NA,41.5,"Ramesh","Yes",NA,"2020-10_south-west_stereo-BRUVs.IOC06","Aplodactylidae Aplodactylus westralis","Aplodactylus westralis",NA,NA,NA,NA,NA,NA,NA,NA,-42,0.001687972,1.299597979,1,-0.25,2,27.57584763,0.004627084,1,0.776275158,-0.25,1.422030449,19.88408661,0.018714249,0.157060027,TRUE
